 Category,Responsible Person,Publishing Date ,Platform (ENG/CN),Country,Blog Title ,Subtitle/Snippet (For Web),GD Image Link/Video Link,Related Mojo Website Case/Media for Cross Linking,INFLUENCERS,HASHTAGS,ENGLISH (Linkedin / FB)  - BITIC CHECK,ENGLISH (Instagram)  - BITIC CHECK,ENGLISH (Twitter)  - BITIC CHECK,CHINESE (SIMPLIFIED) - MAINLAND/SINGAPORE/MALAYSIA,CHINESE (TRADITIONAL) - TAIWAN/HK,SPANISH + CATALAN,JAPANESE
MOJO News,Krystal/Akari,16/Jan/2021,FB/LN/IG,,First step of MOJO internship programme welcoming presentation: in Globis University,,https://drive.google.com/drive/u/1/folders/1gy7NtZnRFyPTOWmoBpMn5Wl-UikcvXss,,"@globis 

IG:
@garagesociety
@papercliphk
@swhongkong
@themillsfabrica
@creativecopykat
@kgehk
@linustech
@austinnotduncan
@karlconrad
@techinasia


FB:
@500startupsjapan
@opennetworklab
@techablejp

@hongkongpolyu @nid_india @globis_mba","#intern #internship #workwithglobalteam #internshipinjapan #tech #innovation #business #marketing #startups #technical #design #AR #VR #AI #immersive #inspration #creativity #hiring #internship #advance #digitalmarketing #global #solutionmaking #experiencedesign #education

","Are you looking forward to working in an international environment? Do you enjoy working with creative professional teams from all over the world?  Global Digital MOJO is an international team, with experts in different fields from all over the world, using digital technology combined with AI to help our worldwide clients business transformation. MOJO gave a presentation of the “MOJO intern programme” for Globis students . Globis is the biggest Japanese MBA school in Japan which accepts students from all over the world. MOJO and Globis have a good partnership in order to nurture potential talents by operating MOJO digital marketing psychology courses in the Academy MBA programme. 

To explore more about MOJO internship programme in Globis:https://bit.ly/2XEdtlk

MOJO welcomes interns from all over the world, and we would work together either online or at the office location nearby you. Interns would get unforgettable working experiences and professional skills practice opportunities during this period. Three stages for students to grow and do future schedule for your career path, from internship, trainee to employment. MOJO would assign a mentor for each intern to make sure they learn in good directions and practice their professional skills.

You can be involved in various projects with expert teams by joining our internship programme, details here: https://bit.ly/35BkasP
More details of MOJO cases, please check out: https://bit.ly/3sj7hxl
",,,,,,"グローバルな環境やクリエイティブなチームと働くのは好きですか？
Global Digital Mojoは世界中のあらゆる分野のスペシャリストが集まったチームの会社です。弊社ではAIとデジタル技術を組み合わせた企業のビジネスモデル変革などを提供しています。
先日、グロービス経営大学院大学(以下、グロービス)でインターンシップの説明会が行われました。
グロービスは日本最大のMBAスクールで弊社ともMBAプログラムの運営を行うなどして提携しております。
弊社のインターンシップについて詳しくはこちら:(weblink)
弊社は世界中からインターンを受け入れており、オンラインやオフラインでの勤務も可能です。インターン中に忘れられない体験や専門的なスキルを身に付けられるでしょう。弊社ではインターン終了後、トレーニング期間を経ることで社員としての雇用も行っております。インターン生には一人ずつメンターが付くので安心して働くことができます。
インターンを通じて専門的な仲間と様々プロジェクトに取り組むことができます。詳しくは:https://bit.ly/35BkasP　弊社についての詳細はこちら:https://bit.ly/3sj7hxl"
MOJO insights,Krystal,18/Jan/2021,FB/LN/IG,,“Game” your brand to catch more potential “gamers”,,https://drive.google.com/drive/u/1/folders/17PmeiRICgYgtR8uCUsfcmLtGXe5FQQr2,,"Ig:
@cindiddy @elleiconlee @mellowmayo @no7 @vincci_yang @faye_tsui @cindiddy @gongnedi @what7iwatch @discoverhongkong @ui__ux @ui_gradient


Fb:
@techinasia @opennetworklab @林人中 @gmgscollective",#technology #business #innovation #marketing #future #techworld #creative #luxury #game #design #userbehaviour #psychology #professional #exposure #revenue #zgeneration,"From the report in 2019, there’s already about 80% of players willing to spend their money on character appearance and accessories. Luxury brands such as LV, Valentino, Balenciaga, Marc Jacobs seize this opportunity and put their show and products into games to overcome the 90% drops in their product sales. By combining gammers’ user behaviour and online product selling, these luxury brands even get more revenue than their original offline sales. In addition, the online game market would be a trial for them to understand potential customers from the Z-generation.

Global Digital MOJO specialise in helping clients build projects based on our localised understanding and strong user insight. We cooperated with Catalonia tourism agency to sell their VR game for tourist promote in Japan, welcome to explore the cases here: https://bit.ly/3imn9dL

Reference: https://www.managertoday.com.tw/articles/view/62176",,,,,,
MOJO News,Akari,6/Jan/2021,MOJO Web,,A spectacular startup event in Osaka - Get in the Ring Osaka ,"
""Get in the Ring Osaka 2020” is a startup support event that has already begun since 2012 in the Netherlands. The theme design of the pitch is boxing, which is a high engaged event for startups. MOJO joined the event and gave insight of UI/UX from it. Let's have a look!
",https://drive.google.com/drive/u/3/folders/1qzSfivoCi9_nHQe-CpBcqAXkD_i88QGO,,,,https://docs.google.com/document/d/1XLnHEl1IHviJcucM8qFHSKe1GUcICpYo/edit?rtpof=true,,,,,,https://drive.google.com/file/d/1iUXCEUYN3b45_enMlKTvn8cauz9Z0uEL/view?usp=sharing
MOJO News,Akari,8/Jan/2021,FB/LN/IG,,A spectacular startup event in Osaka - Get in the Ring Osaka ,,https://drive.google.com/drive/u/3/folders/1qzSfivoCi9_nHQe-CpBcqAXkD_i88QGO,,"ig:
@twineuidesign
@uibysherms
@uiuxgram
@topuxdesigners
@uxconnect
@taqimolavi
@gongnedi
@what7iwatch
@discoverhongkong
@whizoolab
@testhongkong
@ui__ux
@ui_gradient

fb:
startmeuphk
startupweekendhk
startupcollege.hk
riseconfhq
Jumpstartmag

",#technology #innovation #technews #digital #creative #startups #campaign #marketing #ui #ux #buzz #international #competition #mindset #userpsychology ,"MOJO Osaka studio participated in “Get in the Ring Osaka 2020” on Dec 3rd. This is a startup support event that has begun since 2012 in the Netherlands. The preliminary rounds are now held in 100 countries around the world, and the winners from each country will earn a place for the World Final Event to be held in Feb 2021 in Montreal, Canada. Teams inside the event are amazing and present interesting cases.

One group even talked about “Instead of people understand software, but software understands people”. MOJO gave an insight based on that here, please check it: https://bit.ly/3pY4dod

Global Digital MOJO is grouped by expertise specialising in UI/UX, user psychology, digital tools, marketing automation, and software development. We care about users' different mindsets, look deeply into them, and fit users' needs. That's the reason why clients find us because we have 6 offices around the world, we can do localised insight, we realise user psychology of using products, we cooperate with local designers and we connect potential customers' information for further sales.
Here is the case we did localised insight for our Catalonia client to expand Japanese market: https://bit.ly/2L2lZrS",,,,,,MOJOがOsaka innovatioin Hub主催のスタートアップピッチ大会”Get in the Ring Osaka 2020”を観戦しました。この大会はスタートアップを支援するイベントで2012年にオランダで始まりました。世界中の約100カ国で予選が行われ、選ばれたチームは2021年にカナダのモントリオールで開催される世界大会への出場権を獲得します。私たちの生活は新型コロナウイルスの影響により急速にデジタル化が進みました。そしてこんな時代だからこそ人と繋がり、アイデアを出し合うことの大切さをこの大会を通して改めて実感しました。Global Digital MOJOはデザインによるAI/デジタル　トランスフォーメーションを提供しています。また弊社ではスタートアップのコンサルティングも行っており、毎年KGAP+プロジェクトという海外に事業展開するためのスタートアップや起業家の支援活動を行うサポートも行っております。詳しくはこちら：
MOJO JAN CAMPAIGN,Krystal/Chinmaya,21/Jan/2021,MOJO Web,,"Say ""Buzz"" to transform your 2021-MOJO virtual showroom","Virtual reality have became the trends for business. At the start of 2021, MOJO here brings a new year virtual gift to you - virtual exhibition ""Transform 2021"". To explore more, please search ""@465ardea"" on LINE for Global Digital MOJO account. A surprising digital journey is waiting for you.",https://drive.google.com/drive/u/3/folders/1bwKn9eDbdXag9SSB-HHuCUws6rhSHPQp,,,,https://docs.google.com/document/d/1YOwz4eySimcD21QwHf6lay88cAESn3uu/edit,,,,,,https://drive.google.com/file/d/1EVaTC6xWErEE6zInMpkdSxrQhzwmUOi8/view?usp=sharing
MOJO JAN CAMPAIGN,Krystal/Chinmaya,22/Jan/2021,FB/LN/IG,,"Say ""Buzz"" to transform your 2021-MOJO virtual showroom",,https://drive.google.com/drive/u/3/folders/1bwKn9eDbdXag9SSB-HHuCUws6rhSHPQp,,"ig: 

@molly_chiang
@mr.paul_tw
@alexyeh1127
@lovephoto1129
@cindy_xu3ejo3
@linustech
@austinnotduncan
@karlconrad
@_tuck4

fb:

@lololol.net
@林人中
@gmgscollective
@紀柏豪
@王思雅sueya wang
@廖人帥
@liketaitai",#GlobalDigitalMOJO #tech #innovation #business #technews #marketing #digital #startups #VR #virtual #world #exhibition #conference #transformation #AI #creative #overseas #brand #customer #userpsy #design #story #expert #professional #tour,"In 2020, we already suffered a lot from a pandemic situation. This year, MOJO demos a virtual space to lead you how to transform your business in 2021! The virtual showroom would help you understand how to sell your product in a virtual space and how to reach out your potential customers. Please search ""@465ardea"" on LINE for Global Digital MOJO account and say ""Buzz"", you would open the gate to our magic virtual world, details here: https://bit.ly/2MdSXFS

Global Digital MOJO is grouped by expertise specialising in Design X Technology X AI from all over the world. We not only offer digital solutions for our clients, we provide MOJO Academy service to help our clients train UCD and brainstorm innovative and creative ideas. 
To check out our online teaching through virtual classrooms, please check here:https://bit.ly/3nQtzTP

Or you can still enter the virtual showroom from here: https://bit.ly/3icherx
",,,"2020年，我們已經被疫情影響了不少。在今年的第一個月，MOJO決定邀請大家一起來體驗我們的虛擬展覽 - “在2021年如何幫您的商務進行轉型""。這場虛擬展覽將帶領您了解如何在虛擬空間銷售您的產品，以及如何解除您的潛在客戶群體。請在LINE搜尋Global Digital MOJO的帳號”@465ardea“，回復我們通關密碼”Buzz“，您將可以開啟前往我們虛擬展覽的路口。

Global Digital MOJO 由一群擅長Design X Technology X AI 的專家們組成，我們不止幫我們客戶提供數位解決方案，也提供MOJO學院服務來幫助客戶培訓用戶中心設計思維以及思考創新又有創意的想法。請點擊以下網址查看我們過去在虛擬平臺提供教育訓練服務：https://bit.ly/3nQtzTP

您也可以透過此網址進入虛擬展覽空間：https://bit.ly/3icherx",,,"2020年は新型コロナウイルスにより私たちは様々な試練に挑みました。そして今年はMOJOがあなたのビジネス改革を応援するバーチャルスペースをご提供します。
このバーチャルスペースを実際に体験していただくことで、貴社の製品の売り方や、見込み客を増やすためのヒントになるでしょう。
弊社のLINEアカウントは""@465ardea""で検索できます。
そして、テキストでBuzzと送信してください。すると、バーチャル体験をすることができます。
弊社はデザイン×テクノロジー×AIの世界中の専門家から成り立つ会社です。
またデジタルだけでなく、教育事業も提供しています。クライアントにUCDの訓練やブレインストームを行うことでクリエイティブな考えを引き出します。
バーチャルで授業を受けてみませんか？詳しくはこちらからどうぞ。https://bit.ly/3nQtzTP
また、こちらからもショールームがご覧いただけます。https://bit.ly/3icherx"
MOJO news,David,4/Feb/2021,MOJO newsroom/MOJO news,,Globis University MBA : Digital Marketing Psychology - Going from Strength to Strength.,"At Globis University MBA ,Digital Marketing Psychology is going from strength to strength.The Global Digital MOJO Academy team in Japan and Hong Kong was happy to welcome 24 students to the 3rd year of its unique MBA module, Digital Marketing Psychology. ",https://drive.google.com/drive/folders/1qku3sa3LxRbYGWCBnxgJ-mH6w4ErXGHI,GET THE PREVIOUS GLOBIS PROJECT LINK,,,GDOC link: https://docs.google.com/document/d/1VS1dZ6AysHkoW6b-YoOOKMZKZCfl3WjA/edit,,,,,,
MOJO news,David,5/Feb/2021,Social,,Globis University MBA : Digital Marketing Psychology - Going from Strength to Strength.,,https://drive.google.com/drive/u/3/folders/1lVZKsAWcoGD266jHH7KDsf-G5x7i6Sgg,,"@globis @technovate FB: @GLOBIS.MBA @MBA.JP 
Twitter: @GLOBIS_IMBA @mba_jp","#GlobalDigitalMOJO #education #career #careeropportunity #course #digitaltransformation #marketing #mastercourse #MBA #professional #Japan

","The Global Digital MOJO Academy team in Japan and Hong Kong was happy to welcome 24 students to the 3rd year of its unique MBA module, Digital Marketing Psychology at Globis University. Courses led by MOJO founder and practitioner Dr. David Williams. Students will own the ability of completing a project by applying gains from the course. This year is special, as the mitigation strategy of the pandemic situation, all courses were conducted entirely online.

For explore more details of Globis MBA courses, please check https://bit.ly/3rpBU2R",,,,,,
MOJO Think,Chinmaya,22/jan/2021,Mojo Web,,The Use of Artificial Intelligence in Sports,"We are now seeing use of AI not only in the field of science and technology but also in the field of sports. From vitual reality sports to advertisments, from fan engagement to analytics, AI is changing the game.",https://drive.google.com/drive/u/0/folders/1kIj7dQ1X6eZbcxAP7gHiPjHJnDZvj3Of,,,,GDoc Link: https://docs.google.com/document/d/1_gVkMMytiE0nP_EXQEsoGCzvxUgbgBgOOPOU7w18ELU/edit,,,,,,
MOJO Think,Chinmaya,25/Jan/2021,FB/LN/IG,,The Use of Artificial Intelligence in Sports,,https://drive.google.com/drive/u/0/folders/1kIj7dQ1X6eZbcxAP7gHiPjHJnDZvj3Of,,"ig:
@neurips2020 
@timitgerhu
@creativemorningshk
@voidhk
@ui__ux
@ui_gradient
@alexandreerrera

fb:

Artificial Intelligence & Deep Learning
TYA Hong Kong
ICONIC
startmeuphk
startupweekendhk",#technology #innovation #technews #digital #creative #startups #campaign #AR #VR #AI #immersive #inspration #creativity #global #experiencedesign #education,"We are now seeing use of AI not only in the field of science and technology but also in the field of sports. From virtual reality sports to advertisements, from fan engagement to analytics, AI is changing the game. 

Please click here to read more about it here: https://bit.ly/39gJSVT

Global Digital MOJO specialises in using AI to support digital transformation for our clients. AI for us is not only a buzzword; we develop AI and machine learning for use in our user behaviour tracking, games, education services, simulations, business matching platform , and in solving potential challenges for society. 

Please check out our related cases here if you are interested in digital services and solutions using MOJO AI. 

Check one our similar project here, Sports Data Tracking Product Concept, UX Design and Development
MOJO Academy about AI application: https://bit.ly/3hSdR9f
MOJO cooperate with HKDA for AI business matching website building: https://bit.ly/395y872
 
",,,,,,
MOJO News,Chinmaya/Karan,25/Jan/2021,FB/IG,,Global Digital MOJO wishes 72nd Republic day to India,,https://drive.google.com/drive/u/0/folders/1KyJtve_IesO9L1hNAx9IPvm2MbhOcdUz,,"IG:
@viraj_ghelani
@aisharahmed
@yashawinidayama
@spill_the_sass
@kushakapila
@technoruhez

FB:
Gerrit de Villiers
slowfooddesign
gmgscollective
teach for india
tribestays
technoruhez
dean.schneider",#tech #marketing #indiarepublicday #office #MOJO #future #digitalart #worldwide #brand #professional #india #pune #bangalore #AI #AR #VR #UX #india,"Global Digital MOJO wishes everyone from India Happy 72nd Republic Day. The celebration of the 72nd Republic day is in our minds, may it strengthen our body, sharpen our mind and fill our souls with happiness.
MOJO helps you transform business by using AI and new technologies. MOJO from Osaka, Taichung, Pune, Hong Kong, Mexico, Barcelona and Bangalore wishes our Indian friends Happy Republic Day.

To realise more about MOJO cases work with international clients, please check: https://bit.ly/3sQJepP
",,,,,,
MOJO insights,Krystal,01/feb/2021,FB/LN/IG,,The increasing of customer expectation in 2021,,https://drive.google.com/drive/u/1/folders/128At4JyJQKaBENAFHHfXjR3ZwAmu1DEe,,"ig: 

@molly_chiang
@mr.paul_tw
@alexyeh1127
@lovephoto1129
@cindy_xu3ejo3
@linustech
@austinnotduncan
@karlconrad
@_tuck4

fb:

@lololol.net
@林人中
@gmgscollective
@紀柏豪
@王思雅sueya wang
@廖人帥
@liketaitai",#tech #innovation #business #technews #marketing #future #2020 #trend #creative #brand #AI #VR #conference #expo #virtual #matching #UX #CX #client #B2B,"From the Walker report, customers expect more customer experience (CX) at the end of 2020. About 86% of clients would pay more if they get better CX. It becomes important for brands to do multi-channels sales and consistent CX at the same time after 2020. If a brand cannot share immersive product experiences to clients, clients will no longer stay loyal to price and products only.

Global Digital MOJO helps our brand clients launch immersive sales by applying the latest technology and user trends. Please check this link to go to our virtual expo for B2B pitching, expo, AI business matching purpose: https://bit.ly/2Mnvnqv

Reference: https://www.walkerinfo.com/knowledge-center/featured-research-reports/customers-2020-a-progress-report
",,,,,,
MOJO news,Krystal/Karan,08/Feb/2021,FB/LN/IG,,MOJO wishes you the best transform in 2021 and a happy ox year!,,https://drive.google.com/drive/u/1/folders/15q_WXX6fFYGMBaewVEX3l6cMCRPhCPG8,,"ig:
@fimmick @2easy_io @timeouthk @kgehk @creativecopykat @voidhk @gongnedi @what7iwatch @discoverhongkong @ui__ux

fb:
@TYA Hong Kong @Youthgov Hk @Startmeup.HK @jumpstartmag",#globaldigitalmojo #chinesenewyear #ox #2021 #transform #tech #design #uiux #digital #AR #VR #AI #businessmatching #client #notice #future #ML #business #zodiac #target #startup #B2B #B2C,"2021 is the year represented by Ox in Chinese culture, but why does it belong to 12 zodiac? One day, an ox was sent by Jade Emperor to sow more seeds to help people solve the drought issue. Accidentally, the ox fell down when they headed to the human-place. They did their mission in mistake and even made farmers more struggling because of too much planting around them. The Jade Emperor was so angry that give them punishment for helping farmers with the planting. Their hard work touched humans and nominated them to be one of 12 zodiacs. Ox also feels thankful for being noticed. 

Global Digital MOJO wishes everyone a happy ox year and being noticed by clients you are looking for! Let us help you transform your business to be noticed. To contact us please click here: https://bit.ly/2LlBwTI",,,"2021是牛年，但為何牛屬於12生肖之一呢？曾經牛神被玉皇大帝派去人間散播種子來解決人間的旱災問題，但牛神在前往的途中意外跌倒了，任務也因此出錯，甚至過度播種影響了農夫們的生計。玉皇大帝非常生氣，懲罰牛神留在人間協助栽種。但，牛們的勤奮感動了人們，甚至提名他們成為12生肖之一，牛神十分感激這個知遇之恩。

Global Digital MOJO預祝大家有個愉快牛年，客源滾滾來。讓MOJO轉型您的商機，遇見客戶！詳情請見： https://bit.ly/2LlBwTI",,,"2021年の干支は丑ですね。みなさんは丑が十二支に入った由来を知っていますか？
ある日、玉皇大帝は干ばつ問題の解決策として丑に種をまいてもらおうとしました。ところが使用人たちと丑が人間がいる場所に向かう途中、丑が転んでしまいました。
彼らはミッションを達成できなかったと同時にたくさんの種まきを農家の人々にさせることになり、更に彼らを苦しめてしまいます。
玉皇大帝はそのことに怒り、罰として使用人たちに農家の種まきの手伝いをさせました。彼らが一生懸命働いたお陰で丑は十二支に入ることができ、丑はそのお陰で注目されたことに感謝しました。
Global Digital MOJO株式会社は丑年の本年も貴社が顧客に注目されるようなビジネスのお手伝いをさせていただきます。ご連絡はこちらからどうぞ。 https://bit.ly/2LlBwTI"
MOJO Think,David/Akari,09/Feb/2021,Mojo Web,,Rakuten  Japan leads the way with OpenRAN : future of Mobile Data Experience ,Rakuten  Japan leads the way with OpenRAN,https://drive.google.com/drive/u/1/folders/1k3QhzX83a1HvdZ5gubTCQkN5UUUDTQFt,,@openRan,,"It was very convenient that they offered to make a contract online.
You don't need to go to their shop and wait in line,very quick to register and you will get your device within 2 weeks. 
You will get payment information by email and you can choose either autopay or make payment by ATM. They will send you an invoice every month so you just need to go to pay at your bank.
In terms of customer service I am satisfied they have a chatbot answering system and if you have further questions you can always call them and they help you out.
I like how they use digital technology in order to make the system efficient and smooth.
And that’s why their service is very reasonable,but the quality is good as much as three major careers.
",,,,,,
MOJO News,David/Akari,12/Feb/2021,FB/LN/IG,,Rakuten  Japan leads the way with OpenRAN : future of Mobile Data Experience ,,https://drive.google.com/drive/u/1/folders/1k3QhzX83a1HvdZ5gubTCQkN5UUUDTQFt,,@openRan @rakuten,#openran #raluten #japan #mobile #deeptech,"It was very convenient that they offered to make a contract online.
You don't need to go to their shop and wait in line,very quick to register and you will get your device within 2 weeks. 
You will get payment information by email and you can choose either autopay or make payment by ATM. They will send you an invoice every month so you just need to go to pay at your bank.
In terms of customer service I am satisfied they have a chatbot answering system and if you have further questions you can always call them and they help you out.
I like how they use digital technology in order to make the system efficient and smooth.
And that’s why their service is very reasonable,but the quality is good as much as three major careers.",,,,,,"契約は全てオンラインでできるところがとても便利でした。
ショップに行って並ぶ必要もないのでとてもスムーズに契約でき、スマートフォン本体も２週間以内に届きました。また支払いに関してもメールでお知らせが届き、自動支払いか口座振込かを選択できます。口座振込の場合は毎月届く請求書を受け取ったら銀行のATMで払うだけなのでとても簡単です。
カスタマーサービスもチャットボットで解決でき、またコールサービスもあるので安心して利用できます。楽天モバイルの素晴らしい点はテクノロジーを最大限に利用することでサービスを効率かつスムーズに提供されているところです。そのため価格もリーズナブルでクオリティも３大キャリアに劣らないほど高く、快適に利用しています。"
MOJO news,Chinamaya,09/Feb/2021,"Mojo Web
(Social media already be posted on FEB 8)",,MOJO wishes you the best transform in 2021 and a happy ox year!,"MOJO wishes you a Happy Ox Year and like a Ox be industrious, diligent and always glad to offer help. Chinese New Year is celebrated by more than 20% of the world. It’s the most important holiday in China and to Chinese people all over the world. ",https://drive.google.com/drive/u/1/folders/15q_WXX6fFYGMBaewVEX3l6cMCRPhCPG8,,,,https://docs.google.com/document/d/1Ux1bD0V50ZafiDVf8vLeDVuVP9B5Cx7Q-qkw0KJzoEE/edit,,,,,,
MOJO news,Chinamaya,12/Feb/2021,Mojo YouTube,,MOJO wishes you the best transform in 2021 and a happy ox year!,"MOJO wishes you a Happy Ox Year and like a Ox be industrious, diligent and always glad to offer help. Chinese New Year is celebrated by more than 20% of the world. It’s the most important holiday in China and to Chinese people all over the world. ",https://youtu.be/vz1SgFgKuos,,,,"2021 is the year represented by Ox in Chinese culture, but why does it belong to 12 zodiac? One day, an ox was sent by Jade Emperor to sow more seeds to help people solve the drought issue. Accidentally, the ox fell down when they headed to the human-place. They did their mission in mistake and even made farmers more struggling because of too much planting around them. The Jade Emperor was so angry that give them punishment for helping farmers with the planting. Their hard work touched humans and nominated them to be one of 12 zodiacs. Ox also feels thankful for being noticed. 

Global Digital MOJO wishes everyone a happy ox year and being noticed by clients you are looking for! Let us help you transform your business to be noticed. To contact us please click here: https://bit.ly/2LlBwTI",,,,,,
MOJO NEWS,David/ Adi,12/Feb/ 2021,MOJO LINKEDIN,,MOJO wishes you the best transformation in 2021 and a Happy OX Year!,,https://youtu.be/vz1SgFgKuos,,,#globaldigitalmojo #chinesenewyear #ox #2021 #transform #tech #design #uiux #digital #AR #VR #AI #businessmatching #client #notice #future #ML #business #zodiac #target #startup #B2B #B2C,"Global Digital MOJO wishes Happy OX Year 2021! 

The Ox year motion graphic aims at showcasing Digital transformation through design. Digital transformation being the core here at MOJO, was the ideal choice for the base concept for this motion graphic. According to the Chinese horoscope, the year 2021 is represented by the almighty OX, hence the 3D representation and is textured in a way that it represents the joy and positive feeling the year brings for us. Simple camera movements to make the transitions look more dramatic and filled with radiant lighting inside the scene to make the texture and materials make a strong impression before displaying the message, from our MOJO family to yours, a very happy OX year.

Head over to our YouTube page to check out the complete Ox Year Motion Graphic: https://youtu.be/vz1SgFgKuos


",,,,,,
MOJO Web News,,21/2/17,MOJO Web,,"KGAP+ Global Acceleration Programme - Batch 4 Demo Day in Kyoto, Japan",KGAP+ Global Acceleration Programme - Demo Day,https://drive.google.com/drive/u/0/folders/1CN3nkrXvlqWInplBSyO68y2FKkO-H-EV,,,,"""Join our Founder Dr. David Williams as he MC’s for the Batch 4 Demo Day of the KGAP+ Global Acceleration Programme live from Kyoto, Japan.  Watch pitch presentations by 13 world leading companies in AI, Biotech, IoT”

13 excellent start-up companies were invited and took part in KGAP+ (Keihanna Global Acceleration Programme) Batch 4 of the programme. These companies were invited after the recommendation received from multiple innovation hubs worldwide. The Goal of the programme to find a partner to conduct a PoC (Proof of Concept) or Pilot Test of their product or service. The programme 3 month long journey concludes with the Demo Day scheduled for February 19th, 2021. Demo Day provides a platform to these startups to meet and partner with customers and businesses, investors and more. 

The excitement is high, register now to witness these 13 start-ups in action at KGAP+ 2021 Batch 4 Demo Day. Online on Zoom.

Register at https://keihanna-rc.jp/en/events/event/kgapday210219",,,,,,"「KGAP+（京阪奈グローバル促進プログラム）第四回オンライン成果報告会in京都」弊社創設者であるデイビッド・ウィリアム博士がMCを務めるKGAP+の第四回成果報告会にぜひご参加ください。この報告会ではKGAP+というグローバル促進プログラムのライブが京都より配信されます。世界をリードするAI、バイオテック、IoTに関連する13社のスタートアップがピッチを行います。
この13社はKGAP+（京阪奈グローバル促進プログラム）第四回のプログラムに招待され参画しました。彼らは世界中の複数のイノベーションハブから推薦されました。このプログラムのゴールはPoC（新しいアイデアや原理・手法まどに対し実現可能か、目的の効果が得られるかなどを確認するために行う検証工程のことである。）や製品やサービスのパイロットテストを行うためのパートナーを見つけることです。
このプログラムは2021年2月19日に行われる成果報告会を含んだ３ヶ月にわたり、行われます。
報告会はこれらのスタートアップ企業がパートナーと顧客やビジネス、投資家などに出会う機会を提供します。
この報告会はオンラインのZoomで行われます。どなたでも参加可能ですので、この機会に是非ご参加ください。
申し込みはこちらからhttps://keihanna-rc.jp/en/events/event/kgapday210219

"
MOJO Project News,,21/2/17,FB/LI/IG,,"KGAP+ Global Acceleration Programme - Demo Day in Kyoto, Japan",,https://drive.google.com/drive/u/0/folders/1CN3nkrXvlqWInplBSyO68y2FKkO-H-EV,https://www.globaldigitalmojo.com/kgap-global-acceleration-programme-batch-4-demo-day-kyoto-japan/,,#kgap #atr #global #acceleration #iot #startups #keihanna #globaldigitalmojo #@connect,"""Join our Founder Dr. David Williams as he MC’s for the Batch 4 Demo Day of the KGAP+ Global Acceleration Programme live from Kyoto, Japan.  Watch pitch presentations by 13 world leading companies in AI, Biotech, IoT”  Learn more at https://www.globaldigitalmojo.com/kgap-global-acceleration-programme-batch-4-demo-day-kyoto-japan/",,,,,,"「KGAP+（京阪奈グローバル促進プログラム）第四回オンライン成果報告会in京都」弊社創設者であるデイビッド・ウィリアム博士がMCを務めるKGAP+の第四回成果報告会にぜひご参加ください。世界をリードするAI、バイオテック、IoTに関連する13社のスタートアップがピッチを行います。詳しくはこちらをご覧ください。：https://www.globaldigitalmojo.com/kgap-global-acceleration-programme-batch-4-demo-day-kyoto-japan/
"
MOJO Project News,,21/2/18,Reshare to David LI,,"Join Global Digital MOJO to discover amazing deeptech companies from around the world - live from Kyoto, Japan",,https://drive.google.com/drive/u/0/folders/1CN3nkrXvlqWInplBSyO68y2FKkO-H-EV,https://www.globaldigitalmojo.com/kgap-global-acceleration-programme-batch-4-demo-day-kyoto-japan/,,#kgap #atr #global #acceleration #iot #startups #keihanna #globaldigitalmojo #@connect,https://www.linkedin.com/feed/update/urn:li:activity:6767756867558109185,,,,,,「京都で行われるオンラインnライブイベントに是非ご参加ください。世界中の素晴らしいディープテック企業を一緒に見てみましょう。」https://www.linkedin.com/feed/update/urn:li:activity:6767756867558109185  
MOJO news,Chinmaya,backup,FB/LN/IG,,What makes a great MBA?   MOJO Talks to Globis University,,,,@globis,#mba #emba #mojocademy,"share link:
https://www.linkedin.com/posts/globis-corporation_critical-questioning-mba-faculty-qa-5-activity-6764414969820905472-Nm0s

(ask Akari for Japanese translation of this post)",,,,,,"ビジネスにおいて交渉はいつも最初に行うべき？人事部ではない人も人事について知る必要がある理由とは？これらの答えについては2021年2月に行われた学部対談をご覧ください。Toru Takahashi Dr. David M L Williams 汶涛 博士Dr. Asuka Takaoka Trond Varlid
#humanresources #business #digitalmarketing"
MOJO Think,Chinmaya,22/Feb/2021,Mojo Web,,Lobe.ai is a great step forward for accessible AI ,"Lobe is a free, private desktop application that has everything you need to take your machine learning ideas from prototype to production. Lobe is working to make deep learning simple, understandable and accessible to everyone.",https://drive.google.com/drive/u/0/folders/1Zb1gfZQcZbd2kuRprS3i-0U3l_XjzibV,,,,"
https://docs.google.com/document/d/1KqOQ0rdP0J38YGuYOk2BD7ZsQeEYha-P04iNo3Bbkvk/edit

reference:https://www.danrose.ai/blog/lobe-ai-review#:~:text=Conclusion,candidate%20for%20many%20commercial%20products

MOJO use lobe in MOJO Academy masterclasses and hands on module
Right now focused on image recognition - we could use in DXT for logo or portfolio classification",,,,,,
